,Manual_Genes
DISP3,False
DIXDC1,False
DKC1,False
DKFZP434E1119,False
DKFZP434H168,False
DKFZP434I0714,False
DKFZP434K028,False
DKFZP667F0711,False
DKFZP761J1410,False
DKFZP761K2322,False
DKFZP779L1853,False
DKK1,False
DKK2,False
DKK3,True
DKK4,False
DKKL1,False
DLAT,False
DLC1,True
DLD,False
DLEC1,False
DLEU1,False
DLEU1-AS1,False
DLEU2,False
DLEU2L,False
DLEU7,False
DLEU7-AS1,False
DLG1,False
DLG1-AS1,False
DLG2,True
DLG3,False
DLG3-AS1,False
DLG4,False
DLG5,False
DLG5-AS1,False
DLGAP1,False
DLGAP1-AS1,False
DLGAP1-AS2,False
DLGAP1-AS3,False
DLGAP1-AS4,False
DLGAP1-AS5,False
DLGAP2,False
DLGAP2-AS1,False
DLGAP3,False
DLGAP4,False
DLGAP4-AS1,False
DLGAP5,False
DLK1,True
DLK2,False
DLL1,False
DLL3,False
DLL4,True
DLST,False
DLX1,False
DLX2,False
DLX2-DT,False
DLX3,True
DLX4,False
DLX5,False
DLX6,False
DLX6-AS1,False
DM1-AS,False
DMAC1,False
DMAC2,False
DMAC2L,False
DMAP1,False
DMBT1,False
DMBX1,False
DMC1,False
DMD,True
DMD-AS3,False
DMGDH,False
DMKN,True
DMP1,False
DMPK,False
DMRT1,False
DMRT2,False
DMRT3,False
DMRTA1,False
DMRTA2,False
DMRTB1,False
DMRTC1,False
DMRTC1B,False
DMRTC2,False
DMTF1,False
DMTN,False
DMWD,False
DMXL1,False
DMXL2,True
DNA2,False
DNAAF1,False
DNAAF2,False
DNAAF3,False
DNAAF4,False
DNAAF5,False
DNAH1,False
DNAH10,False
DNAH10OS,False
DNAH11,False
DNAH12,False
DNAH14,True
DNAH17,False
DNAH17-AS1,False
DNAH2,False
DNAH3,False
DNAH5,False
DNAH6,False
DNAH7,True
DNAH8,False
DNAH9,False
DNAI1,False
DNAI2,False
DNAJA1,True
DNAJA2,False
DNAJA3,False
DNAJA4,True
DNAJB1,True
DNAJB11,False
DNAJB12,False
DNAJB13,False
DNAJB14,False
DNAJB2,False
DNAJB4,True
DNAJB5,False
DNAJB5-DT,False
DNAJB6,False
DNAJB7,False
DNAJB8-AS1,False
DNAJB9,True
DNAJC1,False
DNAJC10,False
DNAJC11,False
DNAJC12,False
DNAJC13,False
DNAJC14,False
DNAJC15,False
DNAJC16,False
DNAJC17,False
DNAJC18,False
DNAJC19,False
DNAJC2,False
DNAJC21,False
DNAJC22,False
DNAJC24,False
DNAJC25,False
DNAJC25-GNG10,False
DNAJC27,False
DNAJC27-AS1,False
DNAJC28,False
DNAJC3,False
DNAJC3-AS1,False
DNAJC3-DT,False
DNAJC30,False
DNAJC4,False
DNAJC5,False
DNAJC5B,False
DNAJC5G,False
DNAJC6,False
DNAJC7,False
DNAJC8,False
DNAJC9,False
DNAJC9-AS1,False
DNAL1,False
DNAL4,False
DNALI1,False
DNASE1,False
DNASE1L1,False
DNASE1L2,False
DNASE1L3,False
DNASE2,False
DNASE2B,False
DND1,False
DNER,False
DNHD1,False
DNLZ,False
DNM1,False
DNM1L,False
DNM1P35,False
DNM2,False
DNM3,False
DNM3-IT1,False
DNM3OS,False
DNMBP,True
DNMBP-AS1,False
DNMT1,False
DNMT3A,False
DNMT3B,False
DNMT3L,False
DNPEP,False
DNPH1,False
DNTT,False
DNTTIP1,False
DNTTIP2,False
DOC2A,False
DOC2B,False
DOCK1,False
DOCK10,True
DOCK11,True
DOCK2,True
DOCK3,False
DOCK4,True
DOCK4-AS1,False
DOCK5,True
DOCK6,False
DOCK7,False
DOCK8,True
DOCK8-AS1,False
DOCK9,True
DOCK9-AS1,False
DOCK9-AS2,False
DOCK9-DT,False
DOHH,False
DOK1,False
DOK2,False
DOK3,False
DOK4,False
DOK5,True
DOK6,False
DOK7,False
DOLK,False
DOLPP1,False
DONSON,False
DOP1A,False
DOP1B,False
DOPEY1,False
DOPEY2,False
DOT1L,False
DPAGT1,False
DPCD,False
DPCR1,False
DPEP1,False
DPEP2,False
DPEP2NB,False
DPEP3,False
DPF1,False
DPF2,False
DPF3,False
DPH1,False
DPH2,False
DPH3,False
DPH5,False
DPH6,True
DPH6-AS1,False
DPH6-DT,False
DPH7,False
DPM1,False
DPM2,False
DPM3,False
DPP10,False
DPP10-AS1,False
DPP10-AS3,False
DPP3,False
DPP4,False
DPP6,False
DPP7,False
DPP8,False
DPP9,False
DPP9-AS1,False
DPPA2,False
DPPA3,False
DPPA4,False
DPPA5,False
DPRX,False
DPT,True
DPY19L1,False
DPY19L2,False
DPY19L3,False
DPY19L4,False
DPY30,False
DPYD,True
DPYD-AS1,False
DPYD-AS2,False
DPYD-IT1,False
DPYS,False
DPYSL2,True
DPYSL3,True
DPYSL4,False
DPYSL5,False
DQX1,False
DR1,False
DRAIC,False
DRAM1,False
DRAM2,False
DRAP1,False
DRAXIN,False
DRC1,False
DRC3,False
DRC7,False
DRD1,False
DRD2,False
DRD3,False
DRD4,False
DRD5,False
DRG1,False
DRG2,False
DRGX,False
DRICH1,False
DROSHA,False
DRP2,False
DSC1,False
DSC2,False
DSC3,False
DSCAM,True
DSCAM-AS1,False
DSCAML1,False
DSCAS,False
DSCC1,False
DSCR3,False
DSCR4,False
DSCR8,False
DSCR9,False
DSE,True
DSEL,False
DSG1,False
DSG1-AS1,False
DSG2,True
DSG2-AS1,False
DSG3,False
DSG4,False
DSN1,False
DSP,True
DSPP,False
DST,True
DSTN,True
DSTYK,False
DTD1,False
DTD2,False
DTHD1,False
DTL,False
DTNA,True
DTNB,True
DTNBP1,False
DTWD1,False
DTWD2,False
DTX1,False
DTX2,False
DTX3,False
DTX3L,False
DTX4,False
DTYMK,False
DUBR,False
DUOX1,False
DUOX2,True
DUOXA1,False
DUOXA2,False
DUPD1,False
DUS1L,False
DUS2,False
DUS3L,False
DUS4L,False
DUSP1,True
DUSP10,True
DUSP11,False
DUSP12,False
DUSP13,False
DUSP14,False
DUSP15,False
DUSP16,False
DUSP18,False
DUSP19,False
DUSP2,True
DUSP22,False
DUSP23,False
DUSP26,False
DUSP27,False
DUSP28,False
DUSP3,False
DUSP4,True
DUSP5,True
DUSP6,True
DUSP7,False
DUSP8,False
DUSP9,False
DUT,False
DUX4,False
DUXA,False
DUXAP8,False
DUXB,False
DVL1,False
DVL2,False
DVL3,False
DXO,False
DYDC1,False
DYDC2,False
DYM,False
DYNAP,False
DYNC1H1,False
DYNC1I1,False
DYNC1I2,False
DYNC1LI1,False
DYNC1LI2,False
DYNC2H1,True
DYNC2LI1,False
DYNLL1,False
DYNLL1-AS1,False
DYNLL2,False
DYNLRB1,False
DYNLRB2,False
DYNLT1,False
DYNLT3,False
DYRK1A,False
DYRK1B,False
DYRK2,False
DYRK3,False
DYRK4,False
DYSF,True
DYTN,False
DYX1C1,False
DZANK1,False
DZIP1,True
DZIP1L,False
DZIP3,False
E2F1,False
E2F2,False
E2F3,False
E2F3-IT1,False
E2F4,False
E2F5,False
E2F6,False
E2F7,False
E2F8,False
E4F1,False
EAF1,False
EAF1-AS1,False
EAF2,False
EAPP,False
EARS2,False
EBAG9,False
EBF1,True
EBF2,False
EBF3,False
EBF4,False
EBI3,False
EBLN2,False
EBLN3,False
EBLN3P,False
EBNA1BP2,False
EBP,False
EBPL,False
ECD,False
ECE1,False
ECE2,False
ECEL1,False
ECH1,False
ECHDC1,False
ECHDC2,False
ECHDC3,False
ECHS1,False
ECI1,False
ECI2,False
ECM1,False
ECM2,True
ECPAS,False
ECRG4,False
ECSCR,False
ECSIT,False
ECT2,False
ECT2L,False
EDA,False
EDA2R,False
EDAR,False
EDARADD,False
EDC3,False
EDC4,False
EDDM13,False
EDDM3A,False
EDEM1,False
EDEM2,False
EDEM3,False
EDF1,False
EDIL3,True
EDN1,True
EDN2,False
EDN3,False
EDNRA,True
EDNRB,True
EDNRB-AS1,False
EDRF1,False
EDRF1-AS1,False
EDRF1-DT,False
EEA1,False
EED,False
EEF1A1,False
EEF1A2,True
EEF1AKMT1,False
EEF1AKMT2,False
EEF1AKMT3,False
EEF1AKMT4,False
EEF1AKNMT,False
EEF1B2,False
EEF1D,False
EEF1E1,False
EEF1E1-BLOC1S5,False
EEF1G,True
EEF2,False
EEF2K,False
EEF2KMT,False
EEFSEC,False
EEPD1,True
EFCAB1,False
EFCAB10,False
EFCAB11,False
EFCAB12,False
EFCAB13,False
EFCAB14,False
EFCAB14-AS1,False
EFCAB2,False
EFCAB3,False
EFCAB4A,False
EFCAB4B,False
EFCAB5,False
EFCAB6,False
EFCAB6-AS1,False
EFCAB7,False
EFCAB8,False
EFCAB9,False
EFCC1,False
EFEMP1,True
EFEMP2,True
EFHB,False
EFHC1,False
EFHC2,False
EFHD1,False
EFHD2,True
EFL1,False
EFNA1,True
EFNA2,False
EFNA3,False
EFNA4,False
EFNA5,True
EFNB1,False
EFNB2,True
EFNB3,False
EFR3A,False
EFR3B,False
EFS,False
EFTUD1,False
EFTUD2,False
EGF,False
EGFL6,False
EGFL7,True
EGFL8,False
EGFLAM,False
EGFLAM-AS1,False
EGFLAM-AS4,False
EGFR,True
EGFR-AS1,False
EGLN1,False
EGLN2,False
EGLN3,True
EGLN3-AS1,False
EGOT,False
EGR1,True
EGR2,False
EGR3,True
EGR4,False
EHBP1,False
EHBP1L1,False
EHD1,False
EHD2,False
EHD3,False
EHD4,True
EHD4-AS1,False
EHF,True
EHHADH,False
EHHADH-AS1,False
EHMT1,False
EHMT2,False
EHMT2-AS1,False
EI24,False
EID1,False
EID2,False
EID2B,False
EID3,False
EIF1,False
EIF1AD,False
EIF1AX,False
EIF1AX-AS1,False
EIF1AY,False
EIF1B,False
EIF1B-AS1,False
EIF2A,False
EIF2AK1,False
EIF2AK2,False
EIF2AK3,False
EIF2AK3-DT,False
EIF2AK4,False
EIF2B1,False
EIF2B2,False
EIF2B3,False
EIF2B4,False
EIF2B5,False
EIF2B5-AS1,False
EIF2D,False
EIF2S1,False
EIF2S2,False
EIF2S3,False
EIF2S3B,False
EIF2S3L,False
EIF3A,False
EIF3B,False
EIF3C,False
EIF3CL,False
EIF3D,False
EIF3E,False
EIF3F,False
EIF3G,False
EIF3H,False
EIF3I,False
EIF3J,False
EIF3J-AS1,False
EIF3J-DT,False
EIF3K,False
EIF3L,False
EIF3M,False
EIF4A1,False
EIF4A2,False
EIF4A3,True
EIF4B,False
EIF4E,False
EIF4E1B,False
EIF4E2,False
EIF4E3,False
EIF4EBP1,False
EIF4EBP2,False
EIF4EBP3,False
EIF4ENIF1,False
EIF4G1,False
EIF4G2,False
EIF4G3,False
EIF4H,False
EIF5,False
EIF5A,False
EIF5A2,False
EIF5AL1,False
EIF5B,False
EIF6,False
EIPR1,False
EIPR1-IT1,False
ELAC1,False
ELAC2,False
ELANE,False
ELAPOR1,False
ELAPOR2,False
ELAVL1,False
ELAVL2,False
ELAVL3,False
ELAVL4,False
ELDR,False
ELF1,False
ELF2,False
ELF3,True
ELF3-AS1,False
ELF4,False
ELF5,False
ELFN1,False
ELFN1-AS1,False
ELFN2,False
ELK1,False
ELK3,True
ELK4,False
ELL,False
ELL2,True
ELL3,False
ELMO1,True
ELMO1-AS1,False
ELMO2,False
ELMO3,False
ELMOD1,False
ELMOD2,False
ELMOD3,False
ELMSAN1,False
ELN,True
ELN-AS1,False
ELOA,False
ELOA-AS1,False
ELOA2,False
ELOB,False
ELOC,False
ELOF1,False
ELOVL1,False
ELOVL2,False
ELOVL2-AS1,False
ELOVL3,False
ELOVL4,False
ELOVL5,False
ELOVL6,False
ELOVL7,False
ELP1,False
ELP2,False
ELP3,False
ELP4,False
ELP5,False
ELP6,False
ELSPBP1,False
ELTD1,False
EMB,True
EMC1,False
EMC1-AS1,False
EMC10,False
EMC2,False
EMC3,False
EMC4,False
EMC6,False
EMC7,False
EMC8,False
EMC9,False
EMCN,True
EMD,False
EME1,False
EME2,False
EMG1,False
EMG1-1,False
EMID1,False
EMILIN1,True
EMILIN2,True
EMILIN3,False
EML1,False
EML2,False
EML2-AS1,False
EML3,False
EML4,False
EML5,False
EML6,False
EMP1,True
EMP2,False
EMP3,True
EMR1,False
EMR2,False
EMR3,False
EMSY,False
EMX1,False
EMX2,False
EMX2OS,False
EN1,False
EN2,False
ENAH,True
ENAM,False
ENC1,True
ENDOD1,False
ENDOG,False
ENDOU,False
ENDOV,False
ENG,True
ENGASE,False
ENHO,False
ENKD1,False
ENKUR,False
ENO1,False
ENO1-AS1,False
ENO2,True
ENO3,False
ENO4,False
ENOPH1,False
ENOSF1,False
ENOX1,False
ENOX1-AS1,False
ENOX2,False
ENPEP,False
ENPP1,False
ENPP2,True
ENPP3,False
ENPP4,False
ENPP5,False
ENPP6,False
ENPP7,False
ENSA,False
ENTHD1,False
ENTHD2,False
ENTPD1,True
ENTPD1-AS1,False
ENTPD2,False
ENTPD3,False
ENTPD3-AS1,False
ENTPD4,False
ENTPD5,False
ENTPD6,False
ENTPD7,False
ENTPD8,False
ENTR1,False
ENY2,False
EOGT,False
EOLA1,False
EOLA2,False
EOMES,True
EP300,False
EP300-AS1,False
EP400,False
EP400NL,False
EP400P1,False
EPAS1,True
EPB41,True
EPB41L1,True
EPB41L2,True
EPB41L3,True
EPB41L4A,True
EPB41L4A-AS1,False
EPB41L4A-AS2,False
EPB41L4A-DT,False
EPB41L4B,False
EPB41L5,True
EPB42,False
EPC1,False
EPC2,False
EPCAM,True
EPCAM-DT,False
EPDR1,False
EPG5,False
EPGN,False
EPHA1,False
EPHA1-AS1,False
EPHA10,False
EPHA2,True
EPHA3,True
EPHA4,True
EPHA5,False
EPHA5-AS1,False
EPHA6,False
EPHA7,False
EPHA8,False
EPHB1,False
EPHB2,False
EPHB3,False
EPHB4,False
EPHB6,False
EPHX1,True
EPHX2,False
EPHX3,False
EPHX4,False
EPM2A,False
EPM2AIP1,False
EPN1,False
EPN2,False
EPN2-AS1,False
EPN3,False
EPO,False
EPOP,False
EPOR,False
EPPIN,False
EPPK1,False
EPRS,False
EPRS1,False
EPS15,False
EPS15L1,False
EPS8,True
EPS8L1,True
EPS8L2,False
EPS8L3,True
EPSTI1,True
EPT1,False
EPX,False
EPYC,False
EQTN,False
ERAL1,False
ERAP1,False
ERAP2,True
ERAS,False
ERBB2,True
ERBB2IP,False
ERBB3,True
ERBB4,False
ERBIN,False
ERC1,False
ERC2,False
ERCC1,False
ERCC2,False
ERCC3,False
ERCC4,False
ERCC5,False
ERCC6,False
ERCC6L,False
ERCC6L2,False
ERCC8,False
EREG,True
ERF,False
ERFE,False
ERFL,False
ERG,True
ERG28,False
ERGIC1,False
ERGIC2,False
ERGIC3,False
ERH,False
ERI1,False
ERI2,False
ERI3,False
ERICD,False
ERICH1,False
ERICH1-AS1,False
ERICH2,False
ERICH3,False
ERICH3-AS1,False
ERICH4,False
ERICH5,False
ERICH6,False
ERICH6-AS1,False
ERICH6B,False
ERLEC1,False
ERLIN1,False
ERLIN2,False
ERLNC1,False
ERMAP,False
ERMARD,False
ERMN,False
ERMP1,False
ERN1,True
ERN2,True
ERO1A,False
ERO1B,True
ERO1L,False
ERO1LB,False
ERP27,True
ERP29,False
ERP44,False
ERRFI1,True
ERV3-1,False
ERVE-1,False
ERVFRD-1,False
ERVH-1,False
ERVH48-1,False
ERVK-28,False
ERVK13-1,False
ERVK3-1,False
ERVK9-11,False
ERVMER34-1,False
ERVMER61-1,False
ERVV-2,False
ERVW-1,False
ESAM,True
ESCO1,False
ESCO2,False
ESD,False
ESF1,False
ESM1,False
ESPL1,False
ESPN,False
ESPNL,False
ESR1,False
ESR2,False
ESRG,False
ESRP1,False
ESRP2,False
ESRRA,False
ESRRB,False
ESRRG,True
ESS2,False
ESX1,False
ESYT1,False
ESYT2,False
ESYT3,False
ETAA1,False
ETF1,False
ETFA,False
ETFB,False
ETFBKMT,False
ETFDH,False
ETFRF1,False
ETHE1,False
ETNK1,False
ETNK2,False
ETNPPL,False
ETS1,True
ETS2,True
ETV1,False
ETV2,False
ETV3,False
ETV3L,False
ETV4,False
ETV5,True
ETV5-AS1,False
ETV6,False
ETV7,False
EVA1A,False
EVA1B,True
EVA1C,True
EVC,False
EVC2,False
EVI2A,False
EVI2B,True
EVI5,False
EVI5L,False
EVL,True
EVPL,False
EVPLL,False
EVX1,False
EVX1-AS,False
EWSAT1,False
EWSR1,False
EXD1,False
EXD2,False
EXD3,False
EXO1,False
EXO5,False
EXOC1,False
EXOC1L,False
EXOC2,False
EXOC3,False
EXOC3-AS1,False
EXOC3L1,False
EXOC3L2,False
EXOC3L4,False
EXOC4,True
EXOC5,False
EXOC6,True
EXOC6B,False
EXOC7,False
EXOC8,False
EXOG,False
EXOSC1,False
EXOSC10,False
EXOSC10-AS1,False
EXOSC2,False
EXOSC3,False
EXOSC4,False
EXOSC5,False
EXOSC6,False
EXOSC7,False
EXOSC8,False
EXOSC9,False
EXPH5,False
EXT1,True
EXT2,False
EXTL1,False
EXTL2,False
EXTL3,False
EXTL3-AS1,False
EYA1,False
EYA2,False
EYA3,False
EYA4,False
EYS,False
EZH1,False
EZH2,False
EZHIP,False
EZR,True
EZR-AS1,False
F10,False
F10-AS1,False
F11,False
F11-AS1,False
F11R,False
F12,False
F13A1,True
F13B,False
F2,False
F2R,True
F2RL1,False
F2RL2,False
F2RL3,True
F3,True
F5,False
F7,False
F8,True
F8A1,False
F8A2,False
F8A3,False
F9,False
FA2H,True
FAAH,False
FAAH2,True
FAAP100,False
FAAP20,False
FAAP24,False
FABP1,True
FABP12,False
FABP2,False
FABP3,True
FABP4,False
FABP5,True
FABP6,False
FABP7,False
FABP9,False
FADD,False
FADS1,False
FADS2,False
FADS3,False
FADS6,False
FAF1,False
FAF2,False
FAH,False
FAHD1,False
FAHD2A,False
FAHD2B,False
FAIM,False
FAIM2,False
FAIM3,False
FALEC,False
FAM101A,False
FAM101B,False
FAM102A,True
FAM102B,True
FAM103A1,False
FAM104A,False
FAM104B,False
FAM105A,False
FAM105B,False
FAM106A,False
FAM106C,False
FAM107A,True
FAM107B,True
FAM109A,False
FAM109B,False
FAM110A,False
FAM110B,False
FAM110C,False
FAM110D,False
FAM111A,False
FAM111A-DT,False
FAM111B,False
FAM114A1,False
FAM114A2,False
FAM115A,False
FAM115C,False
FAM117A,False
FAM117B,True
FAM118A,False
FAM118B,False
FAM120A,False
FAM120AOS,False
FAM120B,False
FAM120C,False
FAM122A,False
FAM122B,False
FAM122C,False
FAM124A,False
FAM124B,False
FAM126A,True
FAM126B,False
FAM127A,False
FAM127B,False
FAM127C,False
FAM129A,False
FAM129B,False
FAM129C,False
FAM131A,False
FAM131B,False
FAM131C,False
FAM132A,False
FAM132B,False
FAM133A,False
FAM133B,False
FAM134A,False
FAM134B,False
FAM134C,False
FAM135A,True
FAM135B,False
FAM136A,False
FAM138B,False
FAM13A,False
FAM13A-AS1,False
FAM13B,False
FAM13C,False
FAM149A,False
FAM149B1,False
FAM150A,False
FAM150B,False
FAM151A,False
FAM151B,False
FAM153A,False
FAM153B,False
FAM153C,False
FAM153CP,False
FAM154A,False
FAM154B,False
FAM155A,False
FAM155A-IT1,False
FAM155B,False
FAM156A,False
FAM156B,False
FAM157A,False
FAM157B,False
FAM157C,False
FAM159A,False
FAM159B,False
FAM160A1,False
FAM160A1-DT,False
FAM160A2,False
FAM160B1,False
FAM160B2,False
FAM161A,False
FAM161B,False
FAM162A,False
FAM162B,False
FAM163A,False
FAM163B,False
FAM166A,False
FAM166B,False
FAM166C,False
FAM167A,False
FAM167A-AS1,False
FAM167B,False
FAM168A,False
FAM168B,False
FAM169A,False
FAM169B,False
FAM170B,False
FAM170B-AS1,False
FAM171A1,True
FAM171A2,False
FAM171B,False
FAM172A,False
FAM173A,False
FAM173B,False
FAM174A,False
FAM174B,False
FAM174C,False
FAM175A,False
FAM175B,False
FAM177A1,False
FAM177B,False
FAM178A,False
FAM178B,False
FAM179A,False
FAM179B,False
FAM180A,False
FAM180B,False
FAM181A,False
FAM181A-AS1,False
FAM181B,False
FAM182A,False
FAM182B,False
FAM183A,False
FAM183B,False
FAM183BP,False
FAM184A,False
FAM184B,False
FAM185A,False
FAM186A,False
FAM186B,False
FAM187B,False
FAM188A,False
FAM188B,False
FAM189A1,False
FAM189A2,False
FAM189B,False
FAM192A,False
FAM193A,False
FAM193B,False
FAM194A,False
FAM195A,False
FAM195B,False
FAM196A,False
FAM196B,False
FAM198A,False
FAM198B,False
FAM198B-AS1,False
FAM199X,False
FAM19A1,False
FAM19A2,False
FAM19A3,False
FAM19A4,False
FAM19A5,False
FAM200A,False
FAM200B,False
FAM201A,False
FAM203A,False
FAM204A,False
FAM205A,False
FAM205C,False
FAM206A,False
FAM207A,False
FAM208A,False
FAM208B,False
FAM209A,False
FAM209B,False
FAM20A,False
FAM20B,False
FAM20C,True
FAM210A,False
FAM210B,False
FAM211A,False
FAM211B,False
FAM212A,False
FAM212B,False
FAM212B-AS1,False
FAM213A,False
FAM213B,False
FAM214A,False
FAM214B,False
FAM215A,False
FAM215B,False
FAM216A,False
FAM216B,False
FAM217A,False
FAM217B,False
FAM218A,False
FAM219A,False
FAM219B,False
FAM21A,False
FAM21B,False
FAM21C,False
FAM21D,False
FAM220A,False
FAM221A,False
FAM221B,False
FAM222A,False
FAM222A-AS1,False
FAM222B,False
FAM224A,False
FAM224B,False
FAM225A,False
FAM225B,False
FAM226B,False
FAM227A,False
FAM227B,False
FAM228A,False
FAM228B,False
FAM229A,False
FAM229B,False
FAM230A,False
FAM230C,False
FAM234A,False
FAM234B,False
FAM237A,False
FAM237B,False
FAM238A,False
FAM238C,False
FAM239A,False
FAM239B,False
FAM240A,False
FAM241A,False
FAM241B,False
FAM242C,False
FAM245A,False
FAM245B,False
FAM24B,False
FAM25A,False
FAM25C,False
FAM25G,False
FAM26E,False
FAM26F,False
FAM27A,False
FAM27C,False
FAM27D1,False
FAM27E2,False
FAM27E3,False
FAM30A,False
FAM32A,False
FAM35A,False
FAM3A,False
FAM3B,True
FAM3C,False
FAM3D,True
FAM3D-AS1,False
FAM41C,False
FAM43A,False
FAM43B,False
FAM45A,False
FAM46A,False
FAM46B,False
FAM46C,False
FAM47E,False
FAM47E-STBD1,False
FAM47E-STBD1-1,False
FAM49A,False
FAM49B,False
FAM50A,False
FAM50B,False
FAM53A,False
FAM53B,False
FAM53B-AS1,False
FAM53C,True
FAM57A,False
FAM57B,False
FAM58A,False
FAM60A,False
FAM63A,False
FAM63B,False
FAM64A,False
FAM65A,False
FAM65B,False
FAM65C,False
FAM66A,False
FAM66B,False
FAM66C,False
FAM66D,False
FAM66E,False
FAM69A,False
FAM69B,False
FAM69C,False
FAM71A,False
FAM71B,False
FAM71C,False
FAM71D,False
FAM71E1,False
FAM71E2,False
FAM71F1,False
FAM71F2,False
FAM72A,False
FAM72B,False
FAM72C,False
FAM72D,False
FAM73A,False
FAM73B,False
FAM74A1,False
FAM74A3,False
FAM74A6,False
FAM76A,False
FAM76B,False
FAM78A,False
FAM78B,False
FAM81A,False
FAM81B,False
FAM83A,True
FAM83A-AS1,False
FAM83B,False
FAM83C,False
FAM83C-AS1,False
FAM83D,False
FAM83E,False
FAM83F,False
FAM83G,False
FAM83H,False
FAM83H-AS1,False
FAM84A,False
FAM84B,False
FAM85A,False
FAM85B,False
FAM86A,False
FAM86B1,False
FAM86B2,False
FAM86C1,False
FAM87A,False
FAM87B,False
FAM89A,False
FAM89B,False
FAM8A1,False
FAM90A1,False
FAM90A26,False
FAM91A1,False
FAM92A,False
FAM92A1,False
FAM92B,False
FAM95B1,False
FAM95C,False
FAM96A,False
FAM96B,False
FAM98A,False
FAM98B,False
FAM98C,False
FAM99A,False
FAM9A,False
FAM9B,False
FAM9C,False
FAN1,False
FANCA,False
FANCB,False
FANCC,False
FANCD2,False
FANCD2OS,False
FANCE,False
FANCF,False
FANCG,False
FANCI,False
FANCL,False
FANCM,False
FANK1,False
FAP,True
FAR1,False
FAR1-IT1,False
FAR2,False
FARP1,False
FARP1-AS1,False
FARP2,False
FARS2,False
FARSA,False
FARSA-AS1,False
FARSB,False
FAS,True
FASLG,True
FASN,False
FASTK,False
FASTKD1,False
FASTKD2,False
FASTKD3,False
FASTKD5,False
FAT1,True
FAT2,False
FAT3,False
FAT4,False
FATE1,False
FAU,False
FAXC,False
FAXDC2,False
FBF1,False
FBH1,False
FBL,False
FBLIM1,True
FBLL1,False
FBLN1,True
FBLN2,True
FBLN5,True
FBLN7,False
FBN1,True
FBN2,False
FBN3,False
FBP1,True
FBP2,False
FBRS,False
FBRSL1,False
FBXL12,False
FBXL13,False
FBXL14,False
FBXL15,False
FBXL16,False
FBXL17,False
FBXL18,False
FBXL19,False
FBXL19-AS1,False
FBXL2,False
FBXL20,False
FBXL22,False
FBXL3,False
FBXL4,False
FBXL5,False
FBXL6,False
FBXL7,True
FBXL8,False
FBXO10,False
FBXO11,False
FBXO15,False
FBXO16,False
FBXO17,False
FBXO18,False
FBXO2,False
FBXO21,False
FBXO22,False
FBXO24,False
FBXO25,False
FBXO27,False
FBXO28,False
FBXO3,False
FBXO3-DT,False
FBXO30,False
FBXO31,False
FBXO32,True
FBXO33,False
FBXO34,False
FBXO36,False
FBXO36-IT1,False
FBXO38,False
FBXO39,False
FBXO4,False
FBXO40,False
FBXO41,False
FBXO42,False
FBXO43,False
FBXO44,False
FBXO45,False
FBXO46,False
FBXO47,False
FBXO48,False
FBXO5,False
FBXO6,False
FBXO7,False
FBXO8,False
FBXO9,False
FBXW10,False
FBXW11,False
FBXW12,False
FBXW2,False
FBXW4,False
FBXW5,False
FBXW7,False
FBXW7-AS1,False
FBXW8,False
FBXW9,False
FCAMR,False
FCAR,False
FCER1A,True
FCER1G,True
FCER2,False
FCF1,False
FCGBP,True
FCGR1A,True
FCGR1B,False
FCGR2A,True
FCGR2B,True
FCGR3A,True
FCGR3B,False
FCGRT,False
FCHO1,False
FCHO2,True
FCHSD1,False
FCHSD2,True
FCMR,False
FCN1,True
FCN2,False
FCN3,False
FCRL1,False
FCRL2,False
FCRL3,False
FCRL4,False
FCRL5,False
FCRL6,False
FCRLA,False
FCRLB,False
FCSK,False
FDCSP,False
FDFT1,False
FDPS,False
FDX1,True
FDX1L,False
FDX2,False
FDXACB1,False
FDXR,False
FECH,False
FEM1A,False
FEM1B,False
FEM1C,False
FEN1,False
FENDRR,False
FER,False
FER1L5,False
FER1L6,False
FER1L6-AS1,False
FER1L6-AS2,False
FERMT1,True
FERMT2,True
FERMT3,True
FES,False
FETUB,False
FEV,False
FEZ1,False
FEZ2,False
FEZF1,False
FEZF1-AS1,False
FFAR1,False
FFAR2,False
FFAR3,False
FFAR4,False
FGA,True
FGB,True
FGD1,False
FGD2,True
FGD3,False
FGD4,True
FGD5,True
FGD5-AS1,False
FGD6,True
FGF1,False
FGF10,False
FGF10-AS1,False
FGF11,False
FGF12,False
FGF12-AS1,False
FGF12-AS2,False
FGF12-AS3,False
FGF13,False
FGF13-AS1,False
FGF14,True
FGF14-AS1,False
FGF14-AS2,False
FGF14-IT1,False
FGF16,False
FGF17,False
FGF18,False
FGF19,False
FGF2,True
FGF20,False
FGF21,False
FGF22,False
FGF23,False
FGF3,False
FGF5,False
FGF6,False
FGF7,True
FGF8,False
FGF9,False
FGFBP1,True
FGFBP2,False
FGFBP3,False
FGFR1,True
FGFR1OP,False
FGFR1OP2,False
FGFR2,True
FGFR3,True
FGFR4,True
FGFRL1,False
FGG,True
FGGY,False
FGL1,False
FGL2,True
FGR,True
FH,False
FHAD1,False
FHDC1,False
FHIT,True
FHL1,True
FHL2,True
FHL3,False
FHL5,False
FHOD1,False
FHOD3,False
FIBCD1,False
FIBIN,False
FIBP,False
FICD,False
FIG4,False
FIGF,False
FIGLA,False
FIGN,True
